Reg. Date,Property Name,Street,Block,Floor,Flat,Price$(M),Build Size(feet),Actual Size(feet),Price/sq.ft,Building age(year),Type
2020-01-02,SEASIDE SONATA,HAI TAN ST,BLK 02,03,F,8.04,,,,,ASP
2020-01-02,SEASIDE SONATA,HAI TAN ST,BLK 02,23,E,8.64,,,,,ASP
2020-01-02,SEASIDE SONATA,HAI TAN ST,BLK 02,03,F,8.04,,,,,ASP
2020-01-02,CHI TAT BLDG,UN CHAU ST,,03,A,3.82,354.0,227.0,10790.0,39.0,ASP
2020-01-02,SUNLIGHT BLDG,SHUN NING RD,,13,G,6.0,524.0,448.0,11450.0,28.0,ASSIGN
2020-01-02,SEASIDE SONATA,HAI TAN ST,BLK 02,25,F,7.86,,,,,ASP
2020-01-02,CHI TAT BLDG,UN CHAU ST,,03,A,3.82,354.0,227.0,10790.0,39.0,ASP
2020-01-02,CHI TAT BLDG,UN CHAU ST,,03,A,3.82,354.0,227.0,10790.0,39.0,ASP
2020-01-02,SEASIDE SONATA,HAI TAN ST,BLK 02,23,E,8.64,,,,,ASP
2020-01-02,天悅商場,CASTLE PEAK RD,,01,76,1.95,,,,45.0,ASSIGN
2020-01-02,ONE WEST,LAI CHI KOK RD,BLK 02,27,B,8.02,682.0,521.0,11759.0,6.0,PRO-ASP
2020-01-02,SEASIDE SONATA,HAI TAN ST,BLK 02,23,E,8.64,,,,,ASP
2020-01-02,SEASIDE SONATA,HAI TAN ST,BLK 02,03,F,8.04,,,,,ASP
2020-01-02,CHI TAT BLDG,UN CHAU ST,,03,A,3.82,354.0,227.0,10790.0,39.0,ASP
2020-01-02,SUNLIGHT BLDG,SHUN NING RD,,13,G,6.0,524.0,448.0,11450.0,28.0,ASSIGN
2020-01-02,SEASIDE SONATA,HAI TAN ST,BLK 02,25,F,7.86,,,,,ASP
2020-01-02,天悅商場,CASTLE PEAK RD,,01,76,1.95,,,,45.0,ASSIGN
2020-01-02,SEASIDE SONATA,HAI TAN ST,BLK 02,21,F,8.01,,,,,ASP
2020-01-02,SEASIDE SONATA,HAI TAN ST,BLK 02,03,F,8.04,,,,,ASP
2020-01-02,SEASIDE SONATA,HAI TAN ST,BLK 02,21,F,8.01,,,,,ASP
2020-01-02,ONE WEST,LAI CHI KOK RD,BLK 02,27,B,8.02,682.0,521.0,11759.0,6.0,PRO-ASP
2020-01-02,SEASIDE SONATA,HAI TAN ST,BLK 02,21,F,8.01,,,,,ASP
2020-01-02,天悅商場,CASTLE PEAK RD,,01,76,1.95,,,,45.0,ASSIGN
2020-01-02,SEASIDE SONATA,HAI TAN ST,BLK 02,21,F,8.01,,,,,ASP
2020-01-02,SUNLIGHT BLDG,SHUN NING RD,,13,G,6.0,524.0,448.0,11450.0,28.0,ASSIGN
2020-01-02,SEASIDE SONATA,HAI TAN ST,BLK 02,25,F,7.86,,,,,ASP
2020-01-02,ONE WEST,LAI CHI KOK RD,BLK 02,27,B,8.02,682.0,521.0,11759.0,6.0,PRO-ASP
2020-01-02,SEASIDE SONATA,HAI TAN ST,BLK 02,23,E,8.64,,,,,ASP
2020-01-02,CHI TAT BLDG,UN CHAU ST,,03,A,3.82,354.0,227.0,10790.0,39.0,ASP
2020-01-02,ONE WEST,LAI CHI KOK RD,BLK 02,27,B,8.02,682.0,521.0,11759.0,6.0,PRO-ASP
2020-01-02,SEASIDE SONATA,HAI TAN ST,BLK 02,21,F,8.01,,,,,ASP
2020-01-02,天悅商場,CASTLE PEAK RD,,01,76,1.95,,,,45.0,ASSIGN
2020-01-02,SEASIDE SONATA,HAI TAN ST,BLK 02,25,F,7.86,,,,,ASP
2020-01-02,SUNLIGHT BLDG,SHUN NING RD,,13,G,6.0,524.0,448.0,11450.0,28.0,ASSIGN
2020-01-02,CHI TAT BLDG,UN CHAU ST,,03,A,3.82,354.0,227.0,10790.0,39.0,ASP
2020-01-02,SEASIDE SONATA,HAI TAN ST,BLK 02,03,F,8.04,,,,,ASP
2020-01-02,天悅商場,CASTLE PEAK RD,,01,76,1.95,,,,45.0,ASSIGN
2020-01-02,SEASIDE SONATA,HAI TAN ST,BLK 02,23,E,8.64,,,,,ASP
2020-01-02,SEASIDE SONATA,HAI TAN ST,BLK 02,03,F,8.04,,,,,ASP
2020-01-02,SUNLIGHT BLDG,SHUN NING RD,,13,G,6.0,524.0,448.0,11450.0,28.0,ASSIGN
2020-01-02,SUNLIGHT BLDG,SHUN NING RD,,13,G,6.0,524.0,448.0,11450.0,28.0,ASSIGN
2020-01-02,SEASIDE SONATA,HAI TAN ST,BLK 02,25,F,7.86,,,,,ASP
2020-01-02,天悅商場,CASTLE PEAK RD,,01,76,1.95,,,,45.0,ASSIGN
2020-01-02,SEASIDE SONATA,HAI TAN ST,BLK 02,21,F,8.01,,,,,ASP
2020-01-02,SEASIDE SONATA,HAI TAN ST,BLK 02,25,F,7.86,,,,,ASP
2020-01-02,ONE WEST,LAI CHI KOK RD,BLK 02,27,B,8.02,682.0,521.0,11759.0,6.0,PRO-ASP
2020-01-02,SEASIDE SONATA,HAI TAN ST,BLK 02,23,E,8.64,,,,,ASP
2020-01-02,ONE WEST,LAI CHI KOK RD,BLK 02,27,B,8.02,682.0,521.0,11759.0,6.0,PRO-ASP
2020-01-02,SEASIDE SONATA,HAI TAN ST,BLK 02,23,E,8.64,,,,,ASP
2020-01-02,SEASIDE SONATA,HAI TAN ST,BLK 02,03,F,8.04,,,,,ASP
2020-01-02,CHI TAT BLDG,UN CHAU ST,,03,A,3.82,354.0,227.0,10790.0,39.0,ASP
2020-01-02,ONE WEST,LAI CHI KOK RD,BLK 02,27,B,8.02,682.0,521.0,11759.0,6.0,PRO-ASP
2020-01-03,CHONG FAT COMM BLDG,CHEUNG SHA WAN RD,,G,02-11,27.5,,,,37.0,ASP
2020-01-03,CHONG FAT COMM BLDG,CHEUNG SHA WAN RD,,G,02-11,27.5,,,,37.0,ASP
2020-01-03,SEASIDE SONATA,HAI TAN ST,BLK 02,17,D,12.86,,723.0,,,ASP
2020-01-03,CHONG FAT COMM BLDG,CHEUNG SHA WAN RD,,G,02-11,27.5,,,,37.0,ASP
2020-01-03,SEASIDE SONATA,HAI TAN ST,BLK 02,17,D,12.86,,723.0,,,ASP
2020-01-03,SEASIDE SONATA,HAI TAN ST,BLK 02,17,D,12.86,,723.0,,,ASP
2020-01-03,SEASIDE SONATA,HAI TAN ST,BLK 02,17,D,12.86,,723.0,,,ASP
2020-01-03,SEASIDE SONATA,HAI TAN ST,BLK 02,17,D,12.86,,723.0,,,ASP
2020-01-03,CHONG FAT COMM BLDG,CHEUNG SHA WAN RD,,G,02-11,27.5,,,,37.0,ASP
2020-01-03,CHONG FAT COMM BLDG,CHEUNG SHA WAN RD,,G,02-11,27.5,,,,37.0,ASP
2020-01-03,SEASIDE SONATA,HAI TAN ST,BLK 02,17,D,12.86,,723.0,,,ASP
2020-01-03,SEASIDE SONATA,HAI TAN ST,BLK 02,17,D,12.86,,723.0,,,ASP
2020-01-03,CHONG FAT COMM BLDG,CHEUNG SHA WAN RD,,G,02-11,27.5,,,,37.0,ASP
2020-01-03,CHONG FAT COMM BLDG,CHEUNG SHA WAN RD,,G,02-11,27.5,,,,37.0,ASP
2020-01-06,天悅商場,UN CHAU ST,,1,140,1.98,,,,,ASP
2020-01-06,CHEUNG FAI BLDG,CHEUNG WAH ST,,22,G,1.95,,,,36.0,ASSIGN
2020-01-06,THE ADDITION,UN CHAU ST,,30,G,5.62,,,,,ASP
2020-01-06,凱德苑,發祥街西,,11,10,2.84,,,,,ASP
2020-01-06,CAREER COURT,TONKIN ST,,7,A,4.32,388.0,,11134.0,30.0,ASP
2020-01-06,DIAMOND BLDG,NAM CHEONG ST,,11,B,3.6,,,,52.0,ASP
2020-01-06,HING LUNG BLDG,CASTLE PEAK RD,,12,C,3.4,265.0,215.0,12830.0,32.0,ASP
2020-01-06,HING LUNG BLDG,CASTLE PEAK RD,,12,C,3.4,265.0,215.0,12830.0,32.0,ASP
2020-01-06,天悅商場,UN CHAU ST,,1,140,1.98,,,,,ASP
2020-01-06,DIAMOND BLDG,NAM CHEONG ST,,11,B,3.6,,,,52.0,ASP
2020-01-06,HING YIP BLDG,YU CHAU ST,,8,B,5.7,,,,27.0,ASSIGN
2020-01-06,HING YIP BLDG,YU CHAU ST,,8,B,5.7,,,,27.0,ASSIGN
2020-01-06,AVA 228,TAI NAN ST,,18,D,3.27,,,,,ASP
2020-01-06,凱德苑,發祥街西,,11,10,2.84,,,,,ASP
2020-01-06,SEASIDE SONATA,HAI TAN ST,BLK 02,11,F,7.86,,,,,ASP
2020-01-06,SEASIDE SONATA,HAI TAN ST,BLK 02,15,F,7.9,,,,,ASP
2020-01-06,SEASIDE SONATA,HAI TAN ST,BLK 02,12,F,7.88,,,,,ASP
2020-01-06,YEN KWONG MANS,TUNG CHAU ST,,06,B,3.0,307.0,218.0,9771.0,39.0,ASP
2020-01-06,SEASIDE SONATA,HAI TAN ST,BLK 02,27,E,8.57,,,,,ASP
2020-01-06,CHARM CTR,CASTLE PEAK RD,,G,P03,1.6,,,,28.0,ASSIGN
2020-01-06,ASTORIA CREST,HAI TAN ST,,22,A,5.47,,287.0,,56.0,ASP
2020-01-06,,LAI CHI KOK RD,,04,,4.76,,,,,ASSIGN
2020-01-06,永隆大廈(0260-0266),CASTLE PEAK RD,,12,B,4.14,,,,28.0,ASP
2020-01-06,CHEUNG FAI BLDG,CHEUNG WAH ST,,22,G,1.95,,,,36.0,ASSIGN
2020-01-06,THE ADDITION,UN CHAU ST,,30,G,5.62,,,,,ASP
2020-01-06,CAREER COURT,TONKIN ST,,7,A,4.32,388.0,,11134.0,30.0,ASP
2020-01-07,THE VERTEX,南京街,西翼,15,E,9.74,,416.0,,,ASP
2020-01-07,豐盛居,PO ON RD,,22,E,9.8,811.0,599.0,12083.0,12.0,ASP
2020-01-07,豐盛居,PO ON RD,,22,E,9.8,811.0,599.0,12083.0,12.0,ASP
2020-01-07,THE VERTEX,南京街,西翼,15,E,9.74,,416.0,,,ASP
2020-01-21,,KI LUNG ST,,03,,4.46,,,,,ASP
2020-01-21,SHING TO BLDG,TAI PO RD,,10,H,3.4,,,,41.0,ASSIGN
2020-01-21,KA TO BLDG,TAI PO RD,,01,B,2.64,,,,41.0,ASP
2020-01-21,FUK LUNG BLDG,FUK WA ST,,10,D,4.12,335.0,253.0,12298.0,27.0,PRO-ASP
2020-01-21,HUNG YU MANS,CASTLE PEAK RD,BLK B,03,21,5.28,,,,45.0,ASP
2020-01-21,EVER RICH MANS,PEI HO ST,,12,C,3.88,346.0,234.0,11213.0,26.0,ASP
2020-01-21,凱德苑,發祥街西,,31,16,3.17,,,,,ASP
2020-01-21,,MAPLE ST,,G,B,5.35,,,,,ASP
2020-01-21,KWONG LOONG TAI BLDG,TAI NAN W ST,,03,,83.84,,,,58.0,R/ASP
2020-01-21,,KI LUNG ST,,03,,4.46,,,,,ASP
2020-01-21,,MAPLE ST,,G,B,5.35,,,,,ASP
2020-01-21,KWONG LOONG TAI BLDG,TAI NAN W ST,,G,,158.58,,,,58.0,R/ASP
2020-01-21,KA TO BLDG,TAI PO RD,,01,B,2.64,,,,41.0,ASP
2020-01-21,HUNG YU MANS,CASTLE PEAK RD,BLK B,03,21,5.28,,,,45.0,ASP
2020-01-21,EVER RICH MANS,PEI HO ST,,12,C,3.88,346.0,234.0,11213.0,26.0,ASP
2020-01-21,凱德苑,發祥街西,,31,16,3.17,,,,,ASP
2020-01-21,KWONG LOONG TAI BLDG,TAI NAN W ST,,G,,158.58,,,,58.0,R/ASP
2020-01-21,KWONG LOONG TAI BLDG,TAI NAN W ST,,03,,83.84,,,,58.0,R/ASP
2020-01-21,SHING TO BLDG,TAI PO RD,,10,H,3.4,,,,41.0,ASSIGN
2020-01-21,FUK LUNG BLDG,FUK WA ST,,10,D,4.12,335.0,253.0,12298.0,27.0,PRO-ASP
2020-02-06,WING LEE MANS,FUK WING ST,,05,D,5.1,416.0,,12259.0,40.0,ASP
2020-02-06,VILLA CARLTON,TAI PO RD,,B01,13,0.63,,,,20.0,ASP
2020-02-06,HONG KONG IND CTR,CASTLE PEAK RD,,B,54,2.0,,,,38.0,ASSIGN
2020-02-06,SEASIDE SONATA,HAI TAN ST,,23,A,8.94,,,,,ASP
2020-02-06,SEASIDE SONATA,HAI TAN ST,,22,A,9.15,,,,,ASP
2020-02-06,WING LEE MANS,FUK WING ST,,05,D,5.1,416.0,,12259.0,40.0,ASP
2020-02-06,SEASIDE SONATA,HAI TAN ST,,22,A,9.15,,,,,ASP
2020-02-06,HONG KONG IND CTR,CASTLE PEAK RD,,B,54,2.0,,,,38.0,ASSIGN
2020-02-06,HONG KONG IND CTR,CASTLE PEAK RD,,B,54,2.0,,,,38.0,ASSIGN
2020-02-06,VILLA CARLTON,TAI PO RD,,B01,13,0.63,,,,20.0,ASP
2020-02-06,VILLA CARLTON,TAI PO RD,,B01,13,0.63,,,,20.0,ASP
2020-02-06,SEASIDE SONATA,HAI TAN ST,,23,A,8.94,,,,,ASP
2020-02-06,SEASIDE SONATA,HAI TAN ST,,22,A,9.15,,,,,ASP
2020-02-06,WING LEE MANS,FUK WING ST,,05,D,5.1,416.0,,12259.0,40.0,ASP
2020-02-06,SEASIDE SONATA,HAI TAN ST,,23,A,8.94,,,,,ASP
2020-02-07,,APLIU ST,,05,,3.76,,,,,ASP
2020-02-07,KA WUI BLDG,FUK WING ST,,05,C,4.0,,,,50.0,ASSIGN
2020-02-07,YAU HING BLDG,CHEUNG SHA WAN RD,,5.0,,4.83,,469.0,,42.0,ASSIGN
2020-02-07,KA WUI BLDG,FUK WING ST,,05,C,4.0,,,,50.0,ASSIGN
2020-02-07,,KI LUNG ST,,3.0,02,3.8,,,,59.0,ASSIGN
2020-02-07,OLYMPIC TERR,TUNG CHAU ST,,,,6.18,,,,,ASP
2020-02-07,SEASIDE SONATA,HAI TAN ST,,26.0,A,8.9,,,,,ASP
2020-02-07,SEASIDE SONATA,HAI TAN ST,BLK 02,21.0,D,12.57,,,,,ASP
2020-02-07,,CASTLE PEAK RD,,,08,32.21,,,,,ASSIGN
2020-02-07,SUN MING COURT,CASTLE PEAK RD,,12.0,C,4.3,,,,38.0,ASSIGN
2020-02-07,DIAMOND BLDG,CHEUNG SHA WAN RD,,4.0,D,2.25,,,,53.0,ASSIGN
2020-02-07,SEASIDE SONATA,HAI TAN ST,BLK 03,12,E,8.68,,,,,ASP
2020-02-07,YEE CHING COURT,CHEUNG SHA WAN RD,BLK A 閒靜閣,10.0,10,6.08,,,,27.0,ASP
2020-02-07,AVA 228,TAI NAN ST,,21,H,5.53,,,,,ASP
2020-02-07,SEASIDE SONATA,HAI TAN ST,BLK 03,12,E,8.68,,,,,ASP
2020-02-07,SEASIDE SONATA,HAI TAN ST,,20,C,8.4,,,,,ASP
2020-02-07,SEASIDE SONATA,HAI TAN ST,,20,C,8.4,,,,,ASP
2020-02-07,KA WUI BLDG,FUK WING ST,,05,C,4.0,,,,50.0,ASSIGN
2020-02-07,,APLIU ST,,05,,3.76,,,,,ASP
2020-02-07,AVA 228,TAI NAN ST,,21,H,5.53,,,,,ASP
2020-02-07,SEASIDE SONATA,HAI TAN ST,,20,C,8.4,,,,,ASP
2020-02-07,AVA 228,TAI NAN ST,,21,H,5.53,,,,,ASP
2020-02-07,,APLIU ST,,05,,3.76,,,,,ASP
2020-02-07,HUNG YU MANS,CASTLE PEAK RD,BLK A,12.0,16,4.3,544.0,440.0,7904.0,45.0,ASP
2020-02-07,SEASIDE SONATA,HAI TAN ST,BLK 03,12,E,8.68,,,,,ASP
2020-02-11,薈悅,CAMP ST,,20,D,5.98,,332.0,,,ASSIGN
2020-02-11,,APLIU ST,,G,B,17.0,,,,,ASP
2020-02-11,CHEUNG FAI BLDG,KIU KIANG ST,,03,B,2.5,212.0,,11792.0,34.0,ASP
2020-02-11,SEASIDE SONATA,HAI TAN ST,BLK 02,18,B,8.61,,,,,ASP
2020-02-11,SEASIDE SONATA,HAI TAN ST,BLK 01,10,C,7.66,,,,,ASP
2020-02-11,SEASIDE SONATA,HAI TAN ST,BLK 01,08,B,8.31,,,,,ASP
2020-02-11,SEASIDE SONATA,HAI TAN ST,BLK 01,08,A,8.36,,,,,ASP
2020-02-11,SEASIDE SONATA,HAI TAN ST,BLK 01,07,C,8.0,,,,,ASP
2020-02-11,SEASIDE SONATA,HAI TAN ST,BLK 01,07,C,8.0,,,,,ASP
2020-02-11,SEASIDE SONATA,HAI TAN ST,BLK 01,08,A,8.36,,,,,ASP
2020-02-11,SEASIDE SONATA,HAI TAN ST,BLK 01,08,B,8.31,,,,,ASP
2020-02-11,SEASIDE SONATA,HAI TAN ST,BLK 01,10,A,8.27,,,,,ASP
2020-02-11,SEASIDE SONATA,HAI TAN ST,BLK 01,10,C,7.66,,,,,ASP
2020-02-11,SEASIDE SONATA,HAI TAN ST,BLK 02,18,B,8.61,,,,,ASP
2020-02-11,CHEUNG FAI BLDG,KIU KIANG ST,,03,B,2.5,212.0,,11792.0,34.0,ASP
2020-02-11,,APLIU ST,,G,B,17.0,,,,,ASP
2020-02-11,薈悅,CAMP ST,,20,D,5.98,,332.0,,,ASSIGN
2020-02-11,H K SPINNERS IND BLDG,CASTLE PEAK RD,,04,L12,3.48,,,,39.0,PRE-ASP
2020-02-11,SEASIDE SONATA,HAI TAN ST,BLK 01,10,A,8.27,,,,,ASP
2020-02-11,H K SPINNERS IND BLDG,CASTLE PEAK RD,,04,L12,3.48,,,,39.0,PRE-ASP
2020-02-17,THE ASTRO,UN CHAU ST,,19,E,4.7,,,,,ASSIGN
2020-02-17,SEASIDE SONATA,HAI TAN ST,BLK 01,12,D,11.96,,,,,ASP
2020-02-17,PREMIER CTR,CHEUNG SHUN ST,,7,01,7.6,,,,26.0,ASP
2020-02-17,THE ASTRO,UN CHAU ST,,6,B,5.19,,,,,ASSIGN
2020-02-17,喜漾,UN CHAU ST,BLK 02,30,B,12.38,,,,,ASSIGN
2020-02-17,THE ASTRO,UN CHAU ST,,23,F,4.39,,,,,ASSIGN
2020-02-17,NAM CHEONG EST,昌新里,BLK 04 昌遜樓,11,03,2.0,,,,,ASSIGN
2020-02-17,SEASIDE SONATA,HAI TAN ST,BLK 01,18,C,8.33,,,,,ASP
2020-02-17,SEASIDE SONATA,HAI TAN ST,BLK 01,19,D,12.22,,,,,ASP
2020-02-17,THE ASTRO,UN CHAU ST,,19,E,4.7,,,,,ASSIGN
2020-02-17,GOLD MING BLDG,YU CHAU ST,,7,A,3.5,,,,29.0,ASSIGN
2020-02-17,SEASIDE SONATA,HAI TAN ST,BLK 01,12,D,11.96,,,,,ASP
2020-02-17,PREMIER CTR,CHEUNG SHUN ST,,7,01,7.6,,,,26.0,ASP
2020-02-17,THE ASTRO,UN CHAU ST,,6,B,5.19,,,,,ASSIGN
2020-02-17,SEASIDE SONATA,HAI TAN ST,BLK 01,12,D,11.96,,,,,ASP
2020-02-17,喜漾,UN CHAU ST,BLK 02,30,B,12.38,,,,,ASSIGN
2020-02-17,SEASIDE SONATA,HAI TAN ST,BLK 01,18,C,8.33,,,,,ASP
2020-02-17,SEASIDE SONATA,HAI TAN ST,BLK 01,19,D,12.22,,,,,ASP
2020-02-17,THE ASTRO,UN CHAU ST,,19,E,4.7,,,,,ASSIGN
2020-02-17,GOLD MING BLDG,YU CHAU ST,,7,A,3.5,,,,29.0,ASSIGN
2020-02-17,SEASIDE SONATA,HAI TAN ST,BLK 01,12,D,11.96,,,,,ASP
2020-02-17,PREMIER CTR,CHEUNG SHUN ST,,7,01,7.6,,,,26.0,ASP
2020-02-17,THE ASTRO,UN CHAU ST,,6,B,5.19,,,,,ASSIGN
2020-02-17,喜漾,UN CHAU ST,BLK 02,30,B,12.38,,,,,ASSIGN
2020-02-17,THE ASTRO,UN CHAU ST,,23,F,4.39,,,,,ASSIGN
2020-02-17,NAM CHEONG EST,昌新里,BLK 04 昌遜樓,11,03,2.0,,,,,ASSIGN
2020-02-17,SEASIDE SONATA,HAI TAN ST,BLK 01,18,C,8.33,,,,,ASP
2020-02-17,SEASIDE SONATA,HAI TAN ST,BLK 01,19,D,12.22,,,,,ASP
2020-02-17,THE ASTRO,UN CHAU ST,,23,F,4.39,,,,,ASSIGN
2020-02-17,GOLD MING BLDG,YU CHAU ST,,7,A,3.5,,,,29.0,ASSIGN
2020-02-17,GOLD MING BLDG,YU CHAU ST,,7,A,3.5,,,,29.0,ASSIGN
2020-02-17,SEASIDE SONATA,HAI TAN ST,BLK 01,19,D,12.22,,,,,ASP
2020-02-17,PREMIER CTR,CHEUNG SHUN ST,,7,01,7.6,,,,26.0,ASP
2020-02-17,THE ASTRO,UN CHAU ST,,6,B,5.19,,,,,ASSIGN
2020-02-17,喜漾,UN CHAU ST,BLK 02,30,B,12.38,,,,,ASSIGN
2020-02-17,THE ASTRO,UN CHAU ST,,23,F,4.39,,,,,ASSIGN
2020-02-17,NAM CHEONG EST,昌新里,BLK 04 昌遜樓,11,03,2.0,,,,,ASSIGN
2020-02-17,SEASIDE SONATA,HAI TAN ST,BLK 01,18,C,8.33,,,,,ASP
2020-02-17,SEASIDE SONATA,HAI TAN ST,BLK 01,19,D,12.22,,,,,ASP
2020-02-17,THE ASTRO,UN CHAU ST,,19,E,4.7,,,,,ASSIGN
2020-02-17,GOLD MING BLDG,YU CHAU ST,,7,A,3.5,,,,29.0,ASSIGN
2020-02-17,SEASIDE SONATA,HAI TAN ST,BLK 01,12,D,11.96,,,,,ASP
2020-02-17,PREMIER CTR,CHEUNG SHUN ST,,7,01,7.6,,,,26.0,ASP
2020-02-17,THE ASTRO,UN CHAU ST,,6,B,5.19,,,,,ASSIGN
2020-02-17,THE ASTRO,UN CHAU ST,,19,E,4.7,,,,,ASSIGN
2020-02-17,喜漾,UN CHAU ST,BLK 02,30,B,12.38,,,,,ASSIGN
2020-02-17,NAM CHEONG EST,昌新里,BLK 04 昌遜樓,11,03,2.0,,,,,ASSIGN
2020-02-17,SEASIDE SONATA,HAI TAN ST,BLK 01,18,C,8.33,,,,,ASP
2020-02-17,SEASIDE SONATA,HAI TAN ST,BLK 01,19,D,12.22,,,,,ASP
2020-02-17,THE ASTRO,UN CHAU ST,,19,E,4.7,,,,,ASSIGN
2020-02-17,GOLD MING BLDG,YU CHAU ST,,7,A,3.5,,,,29.0,ASSIGN
2020-02-17,SEASIDE SONATA,HAI TAN ST,BLK 01,12,D,11.96,,,,,ASP
2020-02-17,PREMIER CTR,CHEUNG SHUN ST,,7,01,7.6,,,,26.0,ASP
2020-02-17,THE ASTRO,UN CHAU ST,,6,B,5.19,,,,,ASSIGN
2020-02-17,喜漾,UN CHAU ST,BLK 02,30,B,12.38,,,,,ASSIGN
2020-02-17,THE ASTRO,UN CHAU ST,,23,F,4.39,,,,,ASSIGN
2020-02-17,NAM CHEONG EST,昌新里,BLK 04 昌遜樓,11,03,2.0,,,,,ASSIGN
2020-02-17,SEASIDE SONATA,HAI TAN ST,BLK 01,18,C,8.33,,,,,ASP
2020-02-17,THE ASTRO,UN CHAU ST,,23,F,4.39,,,,,ASSIGN
2020-02-17,NAM CHEONG EST,昌新里,BLK 04 昌遜樓,11,03,2.0,,,,,ASSIGN
2020-02-18,THE ASTRO,UN CHAU ST,,16,D,5.96,,,,,ASSIGN
2020-02-18,THE ASTRO,UN CHAU ST,,10,C,4.87,,,,,ASSIGN
2020-02-18,THE ASTRO,UN CHAU ST,,11,D,5.35,,,,,ASSIGN
2020-02-18,OLYMPIC TERR,TUNG CHAU ST,,09,A,6.38,,,,,ASP
2020-02-18,,永隆街,,G,,1.9,,,,,ASSIGN
2020-02-18,WAI YIP BLDG,SHEK KIP MEI ST,,05,B,3.0,,,,44.0,ASSIGN
2020-02-18,FUNG CHENG BLDG,UN CHAU ST,,02,B,1.9,,,,39.0,ASSIGN
2020-02-18,WO HING BLDG,CASTLE PEAK RD,,01,,5.39,,,,63.0,ASSIGN
2020-02-18,LUN MAY BLDG,CASTLE PEAK RD,,12,C,2.63,247.0,155.0,10680.0,36.0,ASP
2020-02-18,SEASIDE SONATA,HAI TAN ST,BLK 01,21,D,12.28,,,,,ASP
2020-02-20,THE ASTRO,UN CHAU ST,,19,F,3.97,,,,,ASSIGN
2020-02-20,THE ASTRO,UN CHAU ST,,12,F,3.68,,,,,ASSIGN
2020-02-20,SEASIDE SONATA,HAI TAN ST,BLK 01,22,C,8.44,,,,,ASP
2020-02-20,MAN WOO BLDG,POPLAR ST,,3,D,3.25,,,,39.0,ASSIGN
2020-02-20,THE ASTRO,UN CHAU ST,,8,B,4.28,,,,,ASSIGN
2020-02-20,THE ASTRO,UN CHAU ST,,3,A,4.3,,,,,ASSIGN
2020-02-20,,FUK WING ST,,7,C,0.8,,,,,ASP
2020-02-20,THE ASTRO,UN CHAU ST,,16,F,3.77,,,,,ASSIGN
2020-02-20,THE ASTRO,UN CHAU ST,,20,E,5.08,,,,,ASSIGN
2020-02-20,THE ASTRO,UN CHAU ST,,8,C,4.72,,,,,ASSIGN
2020-02-28,凱德苑,發祥街西,,17,01,3.82,,,,,ASP
2020-02-28,福源廣場,WING HONG ST,,26,C,13.9,,,,,ASP
2020-02-28,SHAM SHUI PO BLDG,SHEK KIP MEI ST,,09,C,6.1,,465.0,,59.0,ASSIGN
2020-02-28,,FUK WING ST,,G,,23.8,,,,,ASSIGN
2020-02-28,,LAI CHI KOK RD,,02,A,1.98,,,,38.0,ASSIGN
2020-02-28,LEI CHENG UK EST,FAT TSEUNG ST,BLK 02 信義樓,14,28,0.3,,,,,ASSIGN
2020-02-28,LEI CHENG UK EST,FAT TSEUNG ST,BLK 03 和平樓,08,23,0.45,,,,,ASSIGN
2020-02-28,LEI CHENG UK EST,FAT TSEUNG ST,BLK 03 和平樓,16,27,0.47,,,,,ASSIGN
2020-02-28,PREMIER CTR,CHEUNG SHUN ST,,07,01,7.6,,,,26.0,ASSIGN
2020-02-28,LEI CHENG UK EST,FAT TSEUNG ST,BLK 03 和平樓,16,27,0.47,,,,,ASSIGN
2020-02-28,凱德苑,發祥街西,,17,01,3.82,,,,,ASP
2020-02-28,福源廣場,WING HONG ST,,26,C,13.9,,,,,ASP
2020-02-28,SHAM SHUI PO BLDG,SHEK KIP MEI ST,,09,C,6.1,,465.0,,59.0,ASSIGN
2020-02-28,,FUK WING ST,,G,,23.8,,,,,ASSIGN
2020-02-28,,LAI CHI KOK RD,,02,A,1.98,,,,38.0,ASSIGN
2020-02-28,LEI CHENG UK EST,FAT TSEUNG ST,BLK 02 信義樓,14,28,0.3,,,,,ASSIGN
2020-02-28,LEI CHENG UK EST,FAT TSEUNG ST,BLK 03 和平樓,08,23,0.45,,,,,ASSIGN
2020-02-28,COMFORT COURT,HAI TAN ST,,07,A,1.85,,,,28.0,ASP
2020-02-28,PREMIER CTR,CHEUNG SHUN ST,,07,01,7.6,,,,26.0,ASSIGN
2020-02-28,COMFORT COURT,HAI TAN ST,,07,A,1.85,,,,28.0,ASP
2020-02-28,PREMIER CTR,CHEUNG SHUN ST,,07,01,7.6,,,,26.0,ASSIGN
2020-02-28,凱德苑,發祥街西,,17,01,3.82,,,,,ASP
2020-02-28,LEI CHENG UK EST,FAT TSEUNG ST,BLK 03 和平樓,16,27,0.47,,,,,ASSIGN
2020-02-28,福源廣場,WING HONG ST,,26,C,13.9,,,,,ASP
2020-02-28,SHAM SHUI PO BLDG,SHEK KIP MEI ST,,09,C,6.1,,465.0,,59.0,ASSIGN
2020-02-28,,FUK WING ST,,G,,23.8,,,,,ASSIGN
2020-02-28,,LAI CHI KOK RD,,02,A,1.98,,,,38.0,ASSIGN
